club_name,player_name,club_involved_name,fee_cleaned,league_name,year,short_name
Leicester City,Tom Lawrence,Derby,4.95,Premier League,2017,T. Lawrence
Leicester City,Ron-Robert Zieler,VfB Stuttgart,3.6,Premier League,2017,R. Zieler
Leicester City,Bartosz Kapustka,SC Freiburg,0.45,Premier League,2017,B. Kapustka
Stoke City,Marko Arnautovic,West Ham,20.07,Premier League,2017,M. Arnautovic
Stoke City,Joselu,Newcastle,4.95,Premier League,2017,Joselu
Stoke City,Philipp Wollscheid,FC Metz,2.25,Premier League,2017,P. Wollscheid
Stoke City,Jonathan Walters,Burnley,2.07,Premier League,2017,J. Walters
Stoke City,Glenn Whelan,Aston Villa,1.53,Premier League,2017,G. Whelan
Stoke City,Phil Bardsley,Burnley,0.756,Premier League,2017,P. Bardsley
Crystal Palace,Steve Mandanda,Marseille,2.7,Premier League,2017,S. Mandanda
Swansea City,Gylfi Sigurdsson,Everton,44.46,Premier League,2017,G. Sigurdsson
Swansea City,Fernando Llorente,Spurs,13.59,Premier League,2017,F. Llorente
Swansea City,Jack Cork,Burnley,8.19,Premier League,2017,J. Cork
Swansea City,Stephen Kingsley,Hull City,2.97,Premier League,2017,S. Kingsley
Swansea City,Bafétimbi Gomis,Galatasaray,2.25,Premier League,2017,B. Gomis
Swansea City,Modou Barrow,Reading,1.53,Premier League,2017,M. Barrow
Burnley FC,Michael Keane,Everton,25.65,Premier League,2017,M. Keane
Burnley FC,Andre Gray,Watford,18.36,Premier League,2017,A. Gray
Burnley FC,Tendayi Darikwa,Nottm Forest,0.99,Premier League,2017,T. Darikwa
Watford FC,Sven Kums,RSC Anderlecht,5.85,Premier League,2017,S. Kums
Watford FC,Steven Berghuis,Feyenoord,5.85,Premier League,2017,S. Berghuis
Watford FC,Uche Agbo,Standard Liège,2.25,Premier League,2017,U. Agbo
Watford FC,Valon Behrami,Udinese Calcio,1.8,Premier League,2017,V. Behrami
Watford FC,Juanfran,Dep. La Coruña,0.9,Premier League,2017,Juanfran
Newcastle United,Florian Thauvin,Marseille,9.9,Premier League,2017,F. Thauvin
Newcastle United,Grant Hanley,Norwich,3.42,Premier League,2017,G. Hanley
Newcastle United,Siem de Jong,Ajax,2.07,Premier League,2017,S. Jong
Newcastle United,Daryl Murphy,Nottm Forest,2.07,Premier League,2017,D. Murphy
Newcastle United,Emmanuel Rivière,FC Metz,0.99,Premier League,2017,E. Rivière
Newcastle United,Kevin Mbabu,BSC Young Boys,0.108,Premier League,2017,K. Mbabu
Brighton & Hove Albion,Rob Hunt,Oldham Athletic,0.36,Premier League,2017,R. Hunt
Huddersfield Town,Nahki Wells,Burnley,4.86,Premier League,2017,N. Wells
Huddersfield Town,Kyle Dempsey,Fleetwood,0.41,Premier League,2017,K. Dempsey
Chelsea FC,Diego Costa,Atlético Madrid,59.4,Premier League,2017,D. Costa
Chelsea FC,Charly Musonda Jr.,Celtic,2.25,Premier League,2017,C. Jr.
Chelsea FC,Michy Batshuayi,Bor. Dortmund,1.35,Premier League,2017,M. Batshuayi
Liverpool FC,Philippe Coutinho,FC Barcelona,130.5,Premier League,2017,P. Coutinho
Liverpool FC,Daniel Sturridge,West Brom,2.07,Premier League,2017,D. Sturridge
Arsenal FC,Alexis Sánchez,Man Utd,30.6,Premier League,2017,A. Sánchez
Arsenal FC,Theo Walcott,Everton,20.25,Premier League,2017,T. Walcott
Arsenal FC,Olivier Giroud,Chelsea,15.3,Premier League,2017,O. Giroud
Arsenal FC,Francis Coquelin,Valencia,12.6,Premier League,2017,F. Coquelin
Manchester United,Henrikh Mkhitaryan,Arsenal,30.6,Premier League,2017,H. Mkhitaryan
Everton FC,Ross Barkley,Chelsea,15.12,Premier League,2017,R. Barkley
Everton FC,Aaron Lennon,Burnley,1.53,Premier League,2017,A. Lennon
Everton FC,Ademola Lookman,RB Leipzig,0.45,Premier League,2017,A. Lookman
Southampton FC,Virgil van Dijk,Liverpool,76.19,Premier League,2017,V. Dijk
West Ham United,André Ayew,Swansea,20.52,Premier League,2017,A. Ayew
West Ham United,Diafra Sakho,Stade Rennais,9.0,Premier League,2017,D. Sakho
West Ham United,José Fonte,DL Yifang,5.01,Premier League,2017,J. Fonte
Leicester City,Islam Slimani,Newcastle,1.98,Premier League,2017,I. Slimani
Watford FC,Mauro Zárate,Vélez Sarsfield,0.216,Premier League,2017,M. Zárate
Newcastle United,Aleksandar Mitrovic,Fulham,0.54,Premier League,2017,A. Mitrovic
Huddersfield Town,Joe Lolley,Nottm Forest,0.54,Premier League,2017,J. Lolley
Leicester City,N'Golo Kanté,Chelsea,32.22,Premier League,2016,N. Kanté
Leicester City,Andrej Kramaric,TSG Hoffenheim,9.9,Premier League,2016,A. Kramaric
Leicester City,Ritchie De Laet,Aston Villa,2.07,Premier League,2016,R. Laet
Leicester City,Liam Moore,Reading,1.04,Premier League,2016,L. Moore
Arsenal FC,Serge Gnabry,Werder Bremen,4.5,Premier League,2016,S. Gnabry
Arsenal FC,Wellington Silva,Fluminense,2.7,Premier League,2016,W. Silva
Arsenal FC,Jack Wilshere,Bournemouth,2.12,Premier League,2016,J. Wilshere
Tottenham Hotspur,Ryan Mason,Hull City,13.86,Premier League,2016,R. Mason
Tottenham Hotspur,Nacer Chadli,West Brom,13.68,Premier League,2016,N. Chadli
Tottenham Hotspur,Alex Pritchard,Norwich,8.46,Premier League,2016,A. Pritchard
Tottenham Hotspur,DeAndre Yedlin,Newcastle,5.31,Premier League,2016,D. Yedlin
Tottenham Hotspur,Federico Fazio,AS Roma,1.08,Premier League,2016,F. Fazio
Manchester City,Edin Dzeko,AS Roma,9.9,Premier League,2016,E. Dzeko
Manchester City,Wilfried Bony,Stoke City,2.12,Premier League,2016,W. Bony
Manchester City,Florian Lejeune,SD Eibar,1.35,Premier League,2016,F. Lejeune
Manchester United,Paddy McNair,Sunderland,4.73,Premier League,2016,P. McNair
Manchester United,Tyler Blackett,Reading,1.62,Premier League,2016,T. Blackett
Manchester United,Will Keane,Hull City,1.08,Premier League,2016,W. Keane
Southampton FC,Sadio Mané,Liverpool,37.08,Premier League,2016,S. Mané
Southampton FC,Graziano Pellè,SD Luneng,13.73,Premier League,2016,G. Pellè
Southampton FC,Victor Wanyama,Spurs,12.96,Premier League,2016,V. Wanyama
Southampton FC,Juanmi,Real Sociedad,4.5,Premier League,2016,Juanmi
West Ham United,James Tomkins,Crystal Palace,10.53,Premier League,2016,J. Tomkins
Liverpool FC,Christian Benteke,Crystal Palace,28.08,Premier League,2016,C. Benteke
Liverpool FC,Jordon Ibe,Bournemouth,16.2,Premier League,2016,J. Ibe
Liverpool FC,Joe Allen,Stoke City,13.95,Premier League,2016,J. Allen
Liverpool FC,Martin Skrtel,Fenerbahce,5.4,Premier League,2016,M. Skrtel
Liverpool FC,Luis Alberto,Lazio,3.6,Premier League,2016,L. Alberto
Liverpool FC,Brad Smith,Bournemouth,3.24,Premier League,2016,B. Smith
Liverpool FC,Lawrence Vigouroux,Swindon Town,0.432,Premier League,2016,L. Vigouroux
Stoke City,Marc Wilson,Bournemouth,2.07,Premier League,2016,M. Wilson
Stoke City,Philipp Wollscheid,VfL Wolfsburg,1.35,Premier League,2016,P. Wollscheid
Chelsea FC,Mohamed Salah,AS Roma,13.5,Premier League,2016,M. Salah
Chelsea FC,Papy Djilobodji,Sunderland,8.55,Premier League,2016,P. Djilobodji
Chelsea FC,Juan Cuadrado,Juventus,4.5,Premier League,2016,J. Cuadrado
Chelsea FC,Stipe Perica,Udinese Calcio,4.05,Premier League,2016,S. Perica
Chelsea FC,Marko Marin,Olympiacos,2.7,Premier League,2016,M. Marin
Chelsea FC,Bertrand Traoré,Ajax,1.8,Premier League,2016,B. Traoré
Chelsea FC,Mario Pasalic,AC Milan,0.9,Premier League,2016,M. Pasalic
Chelsea FC,Loïc Rémy,Crystal Palace,0.9,Premier League,2016,L. Rémy
Chelsea FC,Abdul Rahman Baba,FC Schalke 04,0.45,Premier League,2016,A. Baba
Chelsea FC,Christian Atsu,Newcastle,0.45,Premier League,2016,C. Atsu
Everton FC,John Stones,Man City,50.04,Premier League,2016,J. Stones
Swansea City,André Ayew,West Ham,21.69,Premier League,2016,A. Ayew
Swansea City,Ashley Williams,Everton,12.6,Premier League,2016,A. Williams
Swansea City,Alberto Paloschi,Atalanta,6.03,Premier League,2016,A. Paloschi
Swansea City,Éder,LOSC Lille,4.05,Premier League,2016,Éder
Watford FC,Matej Vydra,Derby,8.46,Premier League,2016,M. Vydra
Watford FC,Miguel Layún,FC Porto,5.4,Premier League,2016,M. Layún
Watford FC,Ikechi Anya,Derby,4.23,Premier League,2016,I. Anya
Watford FC,Allan Nyom,West Brom,4.23,Premier League,2016,A. Nyom
Watford FC,Almen Abdi,Sheff Wed,3.24,Premier League,2016,A. Abdi
Watford FC,José Manuel Jurado,Espanyol,1.08,Premier League,2016,J. Jurado
West Bromwich Albion,James Chester,Aston Villa,8.37,Premier League,2016,J. Chester
West Bromwich Albion,Rickie Lambert,Cardiff,1.8,Premier League,2016,R. Lambert
West Bromwich Albion,Cristian Gamboa,Celtic,1.08,Premier League,2016,C. Gamboa
Crystal Palace,Yannick Bolasie,Everton,26.01,Premier League,2016,Y. Bolasie
Crystal Palace,Dwight Gayle,Newcastle,10.8,Premier League,2016,D. Gayle
Crystal Palace,Alex McCarthy,Southampton,4.23,Premier League,2016,A. McCarthy
Crystal Palace,Mile Jedinak,Aston Villa,4.14,Premier League,2016,M. Jedinak
AFC Bournemouth,Matt Ritchie,Newcastle,10.8,Premier League,2016,M. Ritchie
AFC Bournemouth,Tommy Elphick,Aston Villa,3.51,Premier League,2016,T. Elphick
AFC Bournemouth,Lee Tomlin,Bristol City,3.15,Premier League,2016,L. Tomlin
AFC Bournemouth,Eunan O'Kane,Leeds,0.45,Premier League,2016,E. O'Kane
AFC Bournemouth,Shaun MacDonald,Wigan,0.261,Premier League,2016,S. MacDonald
Sunderland AFC,Younès Kaboul,Watford,3.6,Premier League,2016,Y. Kaboul
Sunderland AFC,Emanuele Giaccherini,SSC Napoli,1.35,Premier League,2016,E. Giaccherini
Sunderland AFC,Liam Bridcutt,Leeds,1.04,Premier League,2016,L. Bridcutt
Sunderland AFC,Jeremain Lens,Fenerbahce,0.9,Premier League,2016,J. Lens
Sunderland AFC,Santiago Vergini,Boca Juniors,0.81,Premier League,2016,S. Vergini
Middlesbrough FC,Adam Reach,Sheff Wed,5.31,Premier League,2016,A. Reach
Middlesbrough FC,Albert Adomah,Aston Villa,3.15,Premier League,2016,A. Adomah
Hull City,Mohamed Diame,Newcastle,4.86,Premier League,2016,M. Diame
Leicester City,Jeffrey Schlupp,Crystal Palace,12.42,Premier League,2016,J. Schlupp
Leicester City,Luis Hernández,Málaga CF,1.8,Premier League,2016,L. Hernández
Tottenham Hotspur,Tom Carroll,Swansea,4.68,Premier League,2016,T. Carroll
Manchester City,Stevan Jovetic,Inter,12.15,Premier League,2016,S. Jovetic
Manchester City,Gero Rulli,Real Sociedad,6.3,Premier League,2016,G. Rulli
Manchester United,Morgan Schneiderlin,Everton,20.7,Premier League,2016,M. Schneiderlin
Manchester United,Memphis Depay,Olympique Lyon,14.4,Premier League,2016,M. Depay
Southampton FC,José Fonte,West Ham,8.28,Premier League,2016,J. Fonte
West Ham United,Dimitri Payet,Marseille,26.37,Premier League,2016,D. Payet
Liverpool FC,Tiago Ilori,Reading,3.87,Premier League,2016,T. Ilori
Liverpool FC,Mamadou Sakho,Crystal Palace,2.07,Premier League,2016,M. Sakho
Chelsea FC,Oscar,SH SIPG,54.0,Premier League,2016,Oscar
Chelsea FC,Patrick Bamford,Middlesbrough,6.21,Premier League,2016,P. Bamford
Everton FC,Darron Gibson,Sunderland,2.25,Premier League,2016,D. Gibson
Everton FC,Bryan Oviedo,Sunderland,1.8,Premier League,2016,B. Oviedo
Everton FC,Gerard Deulofeu,AC Milan,0.63,Premier League,2016,G. Deulofeu
Watford FC,Odion Ighalo,CC Yatai,20.97,Premier League,2016,O. Ighalo
Watford FC,Adlène Guédioura,Middlesbrough,4.68,Premier League,2016,A. Guédioura
West Bromwich Albion,Saido Berahino,Stoke City,12.51,Premier League,2016,S. Berahino
West Bromwich Albion,Craig Gardner,Birmingham,0.518,Premier League,2016,C. Gardner
AFC Bournemouth,Glenn Murray,Brighton,3.15,Premier League,2016,G. Murray
Sunderland AFC,Patrick van Aanholt,Crystal Palace,9.45,Premier League,2016,P. Aanholt
Sunderland AFC,Sebastián Coates,Sporting CP,4.25,Premier League,2016,S. Coates
Burnley FC,Lukas Jutkiewicz,Birmingham,1.08,Premier League,2016,L. Jutkiewicz
Middlesbrough FC,David Nugent,Derby,2.61,Premier League,2016,D. Nugent
Middlesbrough FC,Emilio Nsue,Birmingham,1.08,Premier League,2016,E. Nsue
Hull City,Robert Snodgrass,West Ham,10.8,Premier League,2016,R. Snodgrass
Hull City,Jake Livermore,West Brom,10.35,Premier League,2016,J. Livermore
Chelsea FC,Filipe Luís,Atlético Madrid,14.4,Premier League,2015,F. Luís
Chelsea FC,Petr Cech,Arsenal,12.6,Premier League,2015,P. Cech
Chelsea FC,Thorgan Hazard,Bor. M'gladbach,7.2,Premier League,2015,T. Hazard
Chelsea FC,Oriol Romeu,Southampton,6.3,Premier League,2015,O. Romeu
Chelsea FC,Gaël Kakuta,Sevilla FC,5.4,Premier League,2015,G. Kakuta
Chelsea FC,Mohamed Salah,AS Roma,4.5,Premier League,2015,M. Salah
Chelsea FC,Juan Cuadrado,Juventus,1.62,Premier League,2015,J. Cuadrado
Chelsea FC,Josh McEachran,Brentford,0.936,Premier League,2015,J. McEachran
Chelsea FC,Nathaniel Chalobah,SSC Napoli,0.225,Premier League,2015,N. Chalobah
Manchester City,Álvaro Negredo,Valencia,25.2,Premier League,2015,Á. Negredo
Manchester City,Rony Lopes,Monaco,10.8,Premier League,2015,R. Lopes
Manchester City,Matija Nastasic,FC Schalke 04,8.55,Premier League,2015,M. Nastasic
Manchester City,Karim Rekik,Marseille,4.5,Premier League,2015,K. Rekik
Manchester City,Edin Dzeko,AS Roma,3.6,Premier League,2015,E. Dzeko
Manchester City,Scott Sinclair,Aston Villa,3.15,Premier League,2015,S. Sinclair
Manchester City,Stevan Jovetic,Inter,2.25,Premier League,2015,S. Jovetic
Manchester City,Dedryck Boyata,Celtic,1.8,Premier League,2015,D. Boyata
Manchester City,José Pozo,UD Almería,0.45,Premier League,2015,J. Pozo
Manchester City,Jason Denayer,Galatasaray,0.392,Premier League,2015,J. Denayer
Arsenal FC,Lukas Podolski,Galatasaray,2.25,Premier League,2015,L. Podolski
Manchester United,Ángel Di María,Paris SG,56.7,Premier League,2015,Á. María
Manchester United,Chicharito,Bay. Leverkusen,10.8,Premier League,2015,Chicharito
Manchester United,Jonny Evans,West Brom,7.47,Premier League,2015,J. Evans
Manchester United,Robin van Persie,Fenerbahce,5.85,Premier League,2015,R. Persie
Manchester United,Nani,Fenerbahce,5.4,Premier League,2015,Nani
Manchester United,Rafael,Olympique Lyon,2.88,Premier League,2015,Rafael
Manchester United,Ángelo Henríquez,Dinamo Zagreb,1.5,Premier League,2015,Á. Henríquez
Manchester United,Reece James,Wigan,1.26,Premier League,2015,R. James
Tottenham Hotspur,Roberto Soldado,Villarreal,14.4,Premier League,2015,R. Soldado
Tottenham Hotspur,Paulinho,GZ Evergrande,12.6,Premier League,2015,Paulinho
Tottenham Hotspur,Étienne Capoue,Watford,8.01,Premier League,2015,É. Capoue
Tottenham Hotspur,Benjamin Stambouli,Paris SG,7.74,Premier League,2015,B. Stambouli
Tottenham Hotspur,Vlad Chiriches,SSC Napoli,6.3,Premier League,2015,V. Chiriches
Tottenham Hotspur,Lewis Holtby,Hamburger SV,5.85,Premier League,2015,L. Holtby
Tottenham Hotspur,Aaron Lennon,Everton,5.4,Premier League,2015,A. Lennon
Tottenham Hotspur,Younès Kaboul,Sunderland,3.87,Premier League,2015,Y. Kaboul
Tottenham Hotspur,Ryan Fredericks,Bristol City,0.225,Premier League,2015,R. Fredericks
Liverpool FC,Raheem Sterling,Man City,57.33,Premier League,2015,R. Sterling
Liverpool FC,Fabio Borini,Sunderland,9.63,Premier League,2015,F. Borini
Liverpool FC,Iago Aspas,Sevilla FC,5.4,Premier League,2015,I. Aspas
Liverpool FC,Rickie Lambert,West Brom,3.78,Premier League,2015,R. Lambert
Liverpool FC,Sebastián Coates,Sunderland,2.52,Premier League,2015,S. Coates
Liverpool FC,Andre Wisdom,Norwich,1.62,Premier League,2015,A. Wisdom
Liverpool FC,Tiago Ilori,Aston Villa,0.315,Premier League,2015,T. Ilori
Southampton FC,Morgan Schneiderlin,Man Utd,31.5,Premier League,2015,M. Schneiderlin
Southampton FC,Nathaniel Clyne,Liverpool,15.93,Premier League,2015,N. Clyne
Swansea City,Jazz Richards,Fulham,0.635,Premier League,2015,J. Richards
Stoke City,Asmir Begovic,Chelsea,9.9,Premier League,2015,A. Begovic
Stoke City,Steven Nzonzi,Sevilla FC,7.2,Premier League,2015,S. Nzonzi
Stoke City,Robert Huth,Leicester,3.78,Premier League,2015,R. Huth
Crystal Palace,Glenn Murray,Bournemouth,4.86,Premier League,2015,G. Murray
West Ham United,Stewart Downing,Middlesbrough,7.11,Premier League,2015,S. Downing
West Ham United,Modibo Maïga,Al-Nassr,3.6,Premier League,2015,M. Maïga
West Bromwich Albion,Brown Ideye,Olympiacos,4.88,Premier League,2015,B. Ideye
West Bromwich Albion,Graham Dorrans,Norwich,3.69,Premier League,2015,G. Dorrans
West Bromwich Albion,Sebastián Blanco,San Lorenzo,1.8,Premier League,2015,S. Blanco
West Bromwich Albion,Joleon Lescott,Aston Villa,1.26,Premier League,2015,J. Lescott
Leicester City,David Nugent,Middlesbrough,5.04,Premier League,2015,D. Nugent
Leicester City,Chris Wood,Leeds,3.24,Premier League,2015,C. Wood
Newcastle United,Davide Santon,Inter,3.33,Premier League,2015,D. Santon
Newcastle United,Mehdi Abeid,Panathinaikos,0.54,Premier League,2015,M. Abeid
Newcastle United,Rémy Cabella,Marseille,0.54,Premier League,2015,R. Cabella
Sunderland AFC,Connor Wickham,Crystal Palace,9.0,Premier League,2015,C. Wickham
Sunderland AFC,El-Hadji Ba,Charlton,0.45,Premier League,2015,E. Ba
Sunderland AFC,Emanuele Giaccherini,Bologna,0.225,Premier League,2015,E. Giaccherini
Aston Villa,Christian Benteke,Liverpool,41.85,Premier League,2015,C. Benteke
Aston Villa,Fabian Delph,Man City,10.35,Premier League,2015,F. Delph
Aston Villa,Andreas Weimann,Derby,3.42,Premier League,2015,A. Weimann
Aston Villa,Yacouba Sylla,Stade Rennais,1.35,Premier League,2015,Y. Sylla
Aston Villa,Matthew Lowton,Burnley,1.26,Premier League,2015,M. Lowton
Watford FC,Fernando Forestieri,Sheff Wed,3.71,Premier League,2015,F. Forestieri
Watford FC,Matej Vydra,Reading,2.43,Premier League,2015,M. Vydra
Watford FC,Miguel Layún,FC Porto,0.45,Premier League,2015,M. Layún
Watford FC,Lewis McGugan,Sheff Wed,0.387,Premier League,2015,L. McGugan
Norwich City,Bradley Johnson,Derby,7.29,Premier League,2015,B. Johnson
Norwich City,Cameron McGeehan,Luton,0.126,Premier League,2015,C. McGeehan
Chelsea FC,Ramires,JS Suning,25.2,Premier League,2015,Ramires
Chelsea FC,Papy Djilobodji,Werder Bremen,0.36,Premier League,2015,P. Djilobodji
Tottenham Hotspur,Andros Townsend,Newcastle,14.13,Premier League,2015,A. Townsend
Tottenham Hotspur,Milos Veljkovic,Werder Bremen,0.297,Premier League,2015,M. Veljkovic
Liverpool FC,Marko Grujic,Red Star,0.9,Premier League,2015,M. Grujic
Swansea City,Jonjo Shelvey,Newcastle,14.4,Premier League,2015,J. Shelvey
Swansea City,Gerhard Tremmel,Werder Bremen,0.09,Premier League,2015,G. Tremmel
Everton FC,Steven Naismith,Norwich,9.9,Premier League,2015,S. Naismith
West Ham United,Matt Jarvis,Norwich,3.06,Premier League,2015,M. Jarvis
West Ham United,Mauro Zárate,Fiorentina,1.89,Premier League,2015,M. Zárate
West Ham United,Nikica Jelavic,BJ Renhe,1.0,Premier League,2015,N. Jelavic
Leicester City,Yohan Benalouane,Fiorentina,0.225,Premier League,2015,Y. Benalouane
Newcastle United,Shane Ferguson,Millwall,0.36,Premier League,2015,S. Ferguson
Newcastle United,Mike Williamson,Wolves,0.297,Premier League,2015,M. Williamson
Sunderland AFC,Sebastián Coates,Sporting CP,0.225,Premier League,2015,S. Coates
AFC Bournemouth,Yann Kermorgant,Reading,0.585,Premier League,2015,Y. Kermorgant
Watford FC,Diego Fabbrini,Birmingham,1.8,Premier League,2015,D. Fabbrini
Norwich City,Lewis Grabban,Bournemouth,8.42,Premier League,2015,L. Grabban
Norwich City,Gary Hooper,Sheff Wed,3.51,Premier League,2015,G. Hooper
Arsenal FC,Thomas Vermaelen,FC Barcelona,17.1,Premier League,2014,T. Vermaelen
Arsenal FC,Johan Djourou,Hamburger SV,2.52,Premier League,2014,J. Djourou
Arsenal FC,Ignasi Miquel,Norwich,1.71,Premier League,2014,I. Miquel
Arsenal FC,Thomas Eisfeld,Fulham,1.35,Premier League,2014,T. Eisfeld
Aston Villa,Karim El Ahmadi,Feyenoord,0.63,Premier League,2014,K. Ahmadi
Aston Villa,Jordan Bowery,Rotherham,0.27,Premier League,2014,J. Bowery
Aston Villa,Samir Carruthers,MK Dons,0.225,Premier League,2014,S. Carruthers
Chelsea FC,David Luiz,Paris SG,44.55,Premier League,2014,D. Luiz
Chelsea FC,Romelu Lukaku,Everton,31.82,Premier League,2014,R. Lukaku
Chelsea FC,Demba Ba,Besiktas,5.4,Premier League,2014,D. Ba
Chelsea FC,Patrick van Aanholt,Sunderland,1.71,Premier League,2014,P. Aanholt
Chelsea FC,Thorgan Hazard,Bor. M'gladbach,1.35,Premier League,2014,T. Hazard
Chelsea FC,Marco van Ginkel,AC Milan,0.9,Premier League,2014,M. Ginkel
Chelsea FC,Lucas Piazón,E. Frankfurt,0.72,Premier League,2014,L. Piazón
Chelsea FC,Oriol Romeu,VfB Stuttgart,0.225,Premier League,2014,O. Romeu
Chelsea FC,Tomas Kalas,1. FC Köln,0.18,Premier League,2014,T. Kalas
Crystal Palace,José Campaña,Sampdoria,1.62,Premier League,2014,J. Campaña
Everton FC,Shane Duffy,Blackburn,1.71,Premier League,2014,S. Duffy
Hull City,Shane Long,Southampton,13.41,Premier League,2014,S. Long
Hull City,George Boyd,Burnley,3.42,Premier League,2014,G. Boyd
Liverpool FC,Luis Suárez,FC Barcelona,73.55,Premier League,2014,L. Suárez
Liverpool FC,Daniel Agger,Bröndby IF,3.6,Premier League,2014,D. Agger
Liverpool FC,Pepe Reina,Bayern Munich,2.7,Premier League,2014,P. Reina
